id,fen,move,rating
04Wbo,rnb1k2r/pp1p1ppp/8/3q4/3NN3/4P3/PPQKP3/R4B2 w kq - 0 15,c2c8,1128
04pTv,r4k2/p5q1/2p1ppQ1/1p1n2p1/3P4/2P1B3/PP3P1r/1K2R2R w - - 3 22,g6g7,1128
01vYY,2b5/4qpkp/3n1bp1/3B4/3N4/1Q3N1P/5PP1/6K1 b - - 2 30,f6d4,1129
02Fi0,r2q1rk1/pp1bbpp1/3p1n1p/2pN4/2B1P2B/3Q4/PPP2PPP/R4RK1 b - - 2 12,f6d5,1129
03RkI,r1b1k2r/p2p1ppp/2p1pq2/8/8/1P6/P1P1PPPP/R2QKB1R b KQkq - 0 10,f6c3,1129
00CtS,Q7/5qk1/p2p4/b1p1pr2/P7/6P1/4KP1R/8 w - - 3 38,a8h8,1130
00l68,6Q1/q1k5/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 w - - 2 37,g8c8,1130
01M6C,4rk2/1R4R1/2p5/p6K/P1P1r3/5p2/8/8 w - - 1 40,b7f7,1130
02zlF,r1b2rk1/pp3pn1/6pp/4p3/3nN1P1/3P3Q/Pq2PPBP/4RK1R w - - 1 19,e4f6,1131
03DmV,1q2k2r/2p2pR1/4p3/p1p5/2p1n3/4PP2/2PP2QP/2K5 w k - 1 27,g7g8,1131
03rA7,8/7p/p4p1k/3q2p1/5Q2/1P5P/6PK/8 w - - 3 39,f4f6,1131
0279c,r3k2r/pp1bbpR1/1q2p2p/3p3Q/4n3/2NB1P1P/PPPB1P2/R3K3 b Qkq - 1 17,b6f2,1132
02TfH,rnbqk2r/pp2b3/2p1p1pp/3pN2Q/3P1P2/8/PPPN1PPP/R3K2R w KQkq - 0 10,h5g6,1132
04BFf,8/p7/2pk3p/3n4/P5p1/4r1P1/1R3K2/3R4 w - - 1 36,d1d5,1132
04E9m,rnb1k2r/pp3ppp/2P5/4p3/2Bq2n1/2NP4/PPP3PP/R1BQ1K1R b kq - 1 11,d4f2,1132
04TFy,1n6/1P2k2p/6p1/2pPpp2/6P1/3B1K1P/5P2/8 b - - 0 36,e5e4,1133
04WWn,k7/pp1r2pp/4R3/3p2P1/2q2r2/P1N3Q1/KP5P/8 w - - 0 34,b2b3,1133
00X2S,2kr4/1p5p/p1p1b3/Q3Bqp1/8/4PB2/1PP2PPP/1K6 w - - 2 24,a5c7,1134
012ee,rb4k1/2q3pp/P3pp2/3p4/1Q1P4/3NP3/2P2PPP/R5K1 b - - 2 26,c7h2,1134
02lbA,r5k1/pp1q1ppp/2n5/3N4/8/8/PbP2PPP/R2QN1K1 w - - 0 15,d5f6,1134
04pAT,k5r1/pp3R2/4p2p/n2pP2P/2pPn2N/Pq2B1P1/6NK/5R2 w - - 0 33,f7f8,1134
02NMH,7k/p5b1/1p2p1B1/2q1P3/3r4/8/P3Q1P1/3R3K b - - 1 28,d4h4,1135
03Rgy,r6k/p4prp/1p2p3/6N1/3p3n/P4R2/1PP3P1/5RK1 w - - 2 31,g5f7,1135
00rzr,r1b1k1nr/3p1pQp/pp2p2B/8/3bP3/2NB4/PPP2qPP/R2K3R w kq - 1 11,g7f8,1136
047o7,3rr3/5pkp/1Q1R2p1/pPp5/q7/4P2P/5PP1/4R1K1 w - - 0 25,d6d8,1136
056NF,rr4k1/2p2p2/3b2p1/2pP2Np/b5PQ/4P2P/Pp3P2/1R4K1 b - - 2 30,a4c2,1136
01zX0,8/p4pp1/1p4kp/5n2/3BKP1P/Pr2P1P1/R7/8 w - - 0 35,h4h5,1137
03RTc,2rk1b1r/p4Qpp/3p4/3Pp3/8/2P2P2/PP5P/n1BK2Nq w - - 0 20,c1g5,1137
054BF,6k1/8/5PK1/4R3/5P1P/1p6/8/1r6 b - - 0 53,b1g1,1137
00MYL,1R6/5Q2/p1kb1p2/2r1p3/3n4/P6P/5PP1/4qBK1 w - - 1 40,f7b7,1139
012uA,r4r2/p1p4R/6k1/3n1pB1/1q1Pb3/8/1P2Q1PP/6K1 w - - 2 35,e2h5,1139
02WQZ,5rk1/3P1pbp/q3p1p1/3p4/rQ3P2/N1P1B3/PP4PP/R5K1 w - - 2 23,b4f8,1139
01f3b,6k1/8/2P3rp/1p1pp3/1P1N4/2P2Pn1/1P4P1/1K3n2 w - - 0 35,c6c7,1140
031Kv,r3k1nr/pp3pp1/1bn2q1p/4p3/6b1/1QPPBNP1/PP3PBP/RN3RK1 b kq - 2 11,g4f3,1140
03IwZ,8/2p5/1p1p4/p2Pk1p1/P1P1P1P1/3K4/8/8 b - - 0 36,e5f4,1140
042AL,1r4k1/6p1/5Q1p/1p3p2/2pn4/8/PbP1BPPP/1R3RK1 b - - 2 24,d4e2,1140
00mnZ,8/p5k1/1pp3p1/4pp1p/5P1P/2P3P1/PP4K1/8 w - - 0 35,f4e5,1141
02jr4,8/5p2/2k5/8/p5Pp/P6r/1PPR4/3K4 b - - 0 39,h3h1,1141
02kaz,r2r2k1/p4pb1/3q4/2pQ4/8/P2P2PP/1P3PK1/1R2R3 w - - 0 31,e1e8,1141
039sR,6k1/p2q2pp/8/4pN2/3b2P1/2pQ3P/P1P2P2/6K1 b - - 0 30,d4f2,1141
03d5A,5rk1/1pqbn1p1/pbn5/3pp1PP/3P3N/2PBB3/8/RN3QK1 w - - 0 22,d3h7,1141
04Vjz,1rbq1rk1/p1p1nppp/5b2/1p1Pp3/2P5/PP1B2N1/5PPP/R1BQ1RK1 b KQ - 1 14,e5e4,1141
0048h,4r3/p5k1/2R4p/2Pp4/1P1pr1P1/P6P/8/3R3K b - - 1 35,e4e1,1142
03av1,2b5/1p6/3RPk2/2Pp1Ppr/3N2K1/8/8/8 b - - 2 45,h5h4,1142
04Gu2,r1bq1rk1/ppp1bppp/2n2n2/6B1/3PN3/5N2/PPP1QPPP/2KR1B1R b - - 5 10,f6e4,1143
04hnN,6k1/4bppp/qpQ5/2p1N3/3pP3/7P/1r3PPK/r7 w - - 1 37,c6e8,1143
00xsd,r1bqkb1r/1p1npp1p/p2p1np1/6B1/2PN4/3BP3/PP3PPP/RN1QK2R b KQkq - 0 8,d8a5,1144
04hzb,4r3/pkp2p1p/6p1/2R1b3/4P3/2N2P2/PP4PP/6K1 b - - 0 22,e5d4,1144
00rva,1r1qkb1r/pQpbpppp/2n2n2/1N6/2pP4/8/PP2PPPP/R1B1KBNR w KQkq - 2 7,b5c7,1145
00s9L,2rqr1k1/5pp1/Rb5p/1p2p3/3pP3/1N1P1PP1/3Q1P2/2R3K1 w - - 0 25,c1c8,1145
02uQr,8/5p2/1p1k4/4pKP1/P2R2P1/8/8/8 b - - 2 49,e5d4,1145
03CYt,6k1/2p4p/p3b1pB/1p5q/2n1p3/8/P4PPP/3Q2K1 w - - 0 32,d1d8,1145
04rne,r2q2k1/1pp1rpp1/p1n4p/3pN2n/3P4/2N4P/PPP1RPP1/R2Q2K1 w - - 0 15,e5c6,1145
02VaY,r4r2/pp1n3k/1q1pp1R1/7p/3bP2P/6R1/PPPQB3/2K5 w - - 2 20,d2h6,1146
02Zr8,2k5/p1p2ppp/2R5/8/8/6Pb/PPQ1qb1P/R6K b - - 0 22,e2f3,1146
04dwQ,r3r1k1/1bp2pp1/pn1p1q1p/1p6/3P3b/1P1Q4/P1B2PPP/R1B1R1K1 w - - 2 18,d3h7,1146
04qhz,1k6/pp6/3p3p/4p1p1/4n3/3qP3/P3N1PP/4Q1KR b - - 2 38,d3e3,1146
01awh,3r3k/p3Q1pp/8/8/2p2q1n/2B2p2/PP3P1P/1K4NN b - - 0 27,d8d1,1147
034yb,3r1r1k/p1p2p1P/4p1p1/4P3/7Q/P3nK2/q5P1/nR6 w - - 2 26,h4f6,1147
040cM,r2q2kr/p1p3R1/7B/2bppn2/7Q/2PP1P2/PP1K1P1P/RN6 b - - 1 19,f5g7,1147
04OlI,r5k1/5ppp/B1Q5/3r1p2/8/1P6/Pq3PPP/6K1 w - - 0 23,c6a8,1147
04hIv,3r2k1/p3bppp/b1p2n2/2P1p3/1p2P3/1N2BP2/PP4PP/RN4K1 b - - 0 17,d8d1,1147
04I5l,5k2/5bp1/7p/p2r4/2KB4/1PP2RP1/P6P/8 b - - 5 36,d5f5,1148
01Dt6,3r2k1/1bqPn1pp/p3p3/1pp2pPQ/8/8/PPP4P/1K1R1R2 w - - 1 28,h5e8,1149
01VBW,2b1rr1k/3q2pB/p1p5/PpPp4/1P1b1Np1/8/2Q2P1P/R4RK1 w - - 2 21,f4g6,1149
00M6i,6k1/6pp/p7/2N1bp2/P1P5/1r6/6PP/2R3K1 b - - 1 33,e5d4,1150
02CNX,8/5k2/1p4p1/1R1K2P1/r6P/8/8/8 b - - 11 58,a4a5,1150
03yeO,1k5r/1pp4P/6Q1/p3qB2/6Pb/8/3R1P2/6K1 b - - 1 33,e5e1,1150
04aKT,8/1k6/ppP5/1P1p4/3P4/4K3/8/8 b - - 0 44,b7c7,1150
023cH,Qn3rk1/p1p3pp/1p1p1q2/8/1P2N2b/P5P1/5PBP/R1B2K2 b - - 1 24,f6a1,1151
026En,6k1/2p2bp1/1b5p/1p6/1P2p3/2P1N1B1/1P1r1PPP/3R2K1 b - - 2 34,b6e3,1151
038La,5k1r/1p3ppp/1p4b1/n2P2B1/1P4P1/P2B1P2/3r3P/1K1R3R b - - 5 26,g6d3,1151
03cJb,rn5r/ppp1kB1p/3pP3/7Q/3q4/2N3p1/PPP4P/R4K1R b - - 0 15,d4f2,1151
03cz4,r3k2r/pp2qppp/4p3/3pPn2/3n4/3Q1N1P/PP1N1PP1/R4RK1 w kq - 0 13,f3d4,1151
00LG5,6k1/5r1p/4b1pQ/5q2/3B3P/2P5/4R1P1/6K1 b - - 7 36,f5f1,1152
03AVu,3rr3/3qn2k/2p4p/1p3p1Q/p7/2BP2KP/P1P5/R4R2 w - - 1 29,h5f7,1152
03Anu,1r3rk1/pPp2pp1/1b3q2/4p1N1/8/6P1/PPQB1P1P/R4BK1 b - - 1 18,f6f2,1152
03ISd,r1bqk2r/ppp2ppp/4p3/2Pp4/1bnPnB2/2N2NP1/PP2PP1P/2RQKB1R w Kkq - 0 8,d1a4,1152
03tRW,r2q1rk1/pppnbp2/3p1n1B/3Pp3/4P2P/2N2p2/PPPQ1PP1/R4RK1 w - - 0 12,d2g5,1152
03woU,5rk1/5r1p/2p3PR/2PpB1n1/pp1P2P1/8/PP4K1/5R2 b - - 3 37,f7f1,1152
04H0e,4r1k1/pp2qppp/2p5/3N3P/3b2n1/1P2P3/1P1K2P1/R3R3 w - - 0 23,d5e7,1153
00euQ,r1b1k1nr/pppp1ppp/5q2/2b1N3/4P3/2N5/PPPP2PP/R1BQKB1R b KQkq - 0 6,f6f2,1154
00kF8,1k6/1p6/8/4r1n1/6PP/6Q1/PPPK4/4r3 b - - 9 42,g5e4,1154
00sco,r2q1rk1/pp3p1b/2p1p2Q/3nP1bN/2B5/2P5/PP3PPP/R3R1K1 w - - 2 20,h6g7,1154
01gnW,r2qkb1r/pb1p3p/1p1Ppnp1/1Np1N3/2P5/8/PP3PPP/R2QKB1R w KQkq - 0 12,b5c7,1154
01idC,r4rk1/pb3pbp/2q1p1p1/8/N2p1B2/1P1B4/P1P2KPP/1R1QR3 b - - 0 18,c6g2,1154
038TX,3r2k1/5ppp/bQn1p3/8/8/Rp1q1NB1/3N1PPP/1R4K1 b - - 1 25,d3b1,1154
03mo2,3r1rk1/pbp2pqp/2p3p1/4R1Q1/3P4/P1PB3P/5PP1/4R1K1 b - - 3 22,f7f6,1154
03yiL,4k3/pb3p2/1p1p1r1q/4p3/2PpP1Q1/1N1B2Pn/PP3P1P/R4R1K b - - 9 31,h3f2,1154
04TeK,3B4/6p1/p3p1k1/1p2P3/2p1bnP1/P1P2p2/BP1K1P2/8 w - - 0 30,d2e3,1154
00Gvr,8/1b4p1/1k3pPp/4K2P/4PP2/8/8/8 w - - 0 46,e5e6,1155
01F1N,r4rk1/pp1q2pp/3p1p2/2p2P2/5Q2/2Pn3P/PP1N1PP1/4RRK1 w - - 3 17,f4c4,1155
04kIM,7k/5Qp1/7p/8/q6P/8/5PP1/3r1RK1 b - - 5 33,d1f1,1155
00SeK,6k1/pp5p/4r1pP/5pP1/3Q1n2/P1P5/KP6/5q2 w - - 1 35,d4g7,1156
027Ar,2q2r2/1pp2rpk/p1np1n1p/3bp3/4P2N/P2QP1PP/1PP3BK/3R1R2 w - - 6 18,e4d5,1156
02MZb,r3kbnr/1pp2ppp/p1p2q2/4p1Bb/4P3/3P1N1P/PPP2PP1/RN1Q1RK1 b kq - 3 8,h5f3,1156
040al,8/8/4q3/8/8/4PkP1/p4P2/R2R2K1 b - - 6 58,e6h3,1156
04yUR,8/2b4p/p1k5/8/P1PK1p2/7P/5B2/8 b - - 0 58,c7b6,1156
003eP,6k1/r1b1q3/2p3p1/2Pp4/1P2p1n1/2B1P3/NQ6/2K4R w - - 1 36,h1h8,1157
01TwJ,Bn3rk1/5ppp/1p2bq2/p1b1p3/8/2QPP1P1/PP2NP1P/R1B1K2R b KQ - 0 13,c5b4,1157
01xk5,r3k2r/pp1n1p2/4p1p1/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R w kq - 5 19,d1a1,1157
02YNo,r3r1k1/pp1b1pp1/4p2p/3p4/8/P1P3P1/1qB1QPP1/R3R1K1 w - - 0 22,c2h7,1157
04YaR,5rk1/7B/p1p5/3pB1q1/3P2p1/2P2rQb/PP2RPpP/4R1K1 b - - 4 32,g8h7,1157
00wYl,3q2k1/r1p3p1/P1Pp3p/3Pp1b1/R4r2/4QN1P/5PP1/R5K1 b - - 1 27,f4a4,1158
0164A,8/8/3p1k1p/3Pqpp1/2Q5/6PP/5PK1/8 b - - 3 34,e5e4,1158
02qUN,7r/ppp1k1p1/7p/4N3/8/2P4b/P1P2P1P/2KR4 w - - 0 18,e5g6,1158
016I9,8/1b2R2p/p5k1/3p2P1/PP1n2KP/2r5/3N4/8 w - - 5 46,h4h5,1159
02pht,8/8/5pk1/4p2p/2P1P3/2R1KP1r/8/8 w - - 2 52,c4c5,1159
03HTm,4rk2/3R2p1/2p3Kp/1pp5/6P1/1P1P3P/8/8 w - - 0 38,d7f7,1159
01nWg,r2qk2r/ppp1bpp1/4b3/7p/3PP3/6P1/P2NP1BP/R1BQ1RK1 b kq - 0 13,d8d4,1160
02V2D,6k1/2q2p2/Q5pp/3p4/3P4/4P1P1/Prp2PKP/2R5 b - - 0 30,b2b1,1160
03D2V,5kr1/p1q2p2/1p2p3/2p5/7Q/P1P4P/3n1PP1/3RR1K1 b - - 3 26,d2f3,1160
03WiF,r4qk1/pp2r2p/4p1PQ/3pRpP1/3P4/2P5/PP6/5RK1 b - - 1 27,f8h6,1160
04MdN,r1b1rqk1/pp3p1p/2n1p1pQ/3p3N/3P4/2PB4/P4PPP/R4RK1 w - - 2 17,h5f6,1160
03oXE,1Q2nk2/2p2ppp/P2p4/8/8/7P/5PPK/4q3 w - - 6 30,a6a7,1161
04LlM,8/8/k7/P7/2p1N1K1/7p/8/8 b - - 8 59,h3h2,1161
01mr0,3qr1k1/R5p1/3p3B/1p2p3/6Pb/5P1P/1PQ5/6K1 b - - 0 24,d8b6,1162
02NKd,r1b1k2r/ppp2pp1/4p2p/3pq3/1bP5/2NBP1P1/PP3PP1/R2QK2R w KQkq - 0 11,d1a4,1162
02TLp,8/8/5p2/1p5p/2k1KP2/P7/7P/8 b - - 0 36,c4b3,1162
01NfS,3rk2r/pp2bppp/2pQ4/2Bn4/6P1/3P4/PPP4P/1K2R1Nq w kq - 3 19,e1e7,1163
02b9p,6R1/p6R/8/1p3k2/2p5/P1P5/KP1r1P2/3b4 b - - 1 47,d1b3,1163
036Pe,2rr4/3b1pkp/p5p1/4p1q1/2p1P3/4N2P/PP1Q1PP1/2R1R1K1 w - - 1 25,e3f5,1163
03Ckg,3r1k2/pp3pbp/8/4p3/5p2/1BP2P1P/PPR1R1PK/r7 b - - 0 26,d8d1,1163
03FLH,8/8/5pK1/4kP2/4b1BP/4p1P1/1P6/8 b - - 1 48,e4f5,1163
03QN9,5r1k/pr4p1/2p2P1p/3nP3/6R1/1P6/P1Pb2PP/5R1K w - - 0 27,f6g7,1163
03XJO,1r3rk1/pq3ppp/n2b1p2/8/Q1ppPP1P/P2P2P1/3P2B1/R1N2RK1 w - - 2 26,e4e5,1163
04344,rnbqk2r/1p1p2bp/p3pnp1/2Q3B1/4P3/8/PPP2PPP/RN2KBNR b KQkq - 4 8,f6e4,1163
00QCD,3r1rk1/1q3ppp/4pb2/8/1P1N4/4P1P1/3B1PBP/R5K1 w - - 0 23,g2b7,1164
00WDP,4kb1r/p4ppp/Qrn5/2qpP1Bb/8/5N1P/P2N1PP1/R4RK1 w k - 2 16,a6c8,1164
04fYL,r4k2/p1p2p1B/bp2p3/7p/5bnq/5PN1/P1Q2P1P/R2R2K1 b - - 3 22,h4h2,1164
03VQT,5r2/1pp3k1/3p4/p2Pp1pP/2P1n1P1/P7/1P4K1/5R2 w - - 0 36,h5h6,1165
03Z5v,r1b1kbnr/pp1n1ppp/3p4/qBp2N2/4P3/2P5/PP3PPP/RNBQK2R b KQkq - 4 7,a5b5,1165
04d74,7r/p4p2/1p2k1p1/6K1/2P2R1P/P3n3/8/7R b - - 0 47,h8h5,1165
04vvO,5rk1/3Rq1pp/p2p4/3Pp3/1P6/P5N1/1B3QK1/7R b - - 1 32,f8f2,1165
00V0G,8/6P1/5k1K/8/8/3p4/P2R4/6r1 b - - 1 49,g1h1,1166
01mgz,2r2rk1/1b3ppp/p2p1qn1/1p3N2/4P3/3Qp3/PPP3PP/R4R1K w - - 0 20,f5h6,1166
00WnZ,r1b1kb1r/pp2q3/2n3p1/2p1P2p/8/1P2QN2/PBP3PP/2KR1B1R b kq - 0 16,f8h6,1167
00Ybq,2r5/4kp2/p3p2q/1p3nNP/3rQP2/P1N5/1P3K2/6R1 w - - 0 34,e4b7,1167
02xfT,2q3k1/p4ppp/bp1Np3/3nP3/8/1P4P1/P3QPBP/6K1 b - - 2 25,c8c1,1167
03yrR,r4rk1/ppb2ppp/2p2q2/3npb2/2N5/1BP2Q2/PP1P2PP/R1B2RK1 w - - 5 15,f3f5,1167
01OE9,r1b1k2r/ppqn2b1/2ppp2p/6pn/3P4/1QP1PNB1/PP1N1PPP/R3K2R w KQkq - 0 11,b3e6,1168
01XUE,8/7p/8/5PK1/5BP1/8/2p1b3/3k4 w - - 6 54,f5f6,1168
02MML,rnb1k2r/pppp1ppp/8/4P3/2B1q3/5Nn1/PPP2K1P/RNBQ3R b KQkq - 2 9,g3h1,1168
030DH,r4r1k/p5pp/1np5/1p3B2/2pPn3/P2q2BQ/5PPP/R5K1 w - - 2 25,h3h7,1168
0181c,rnb3k1/pp3pp1/2p2p1p/8/3P4/2Pr1N2/PP4PP/R3R1K1 w - - 1 15,e1e8,1169
02BXL,8/8/5K2/5Q2/3k1p2/5Pp1/6P1/1q6 b - - 2 58,b1f5,1169
04g5X,r2q3r/pb2nkpp/1pn5/1N1pQ1P1/3P3P/3p1P2/PPP5/R3K1NR w KQ - 1 16,b5d6,1169
009IO,3r4/4kp1r/p2Np1p1/3bP3/P2n4/8/1P3RPP/5RK1 w - - 4 25,f2f7,1170
01ySE,2k5/6K1/2q2Q2/p7/8/6P1/7P/8 b - - 0 66,c6f6,1170
009f8,8/1p4p1/pb2pp1p/3n1k2/3P4/P3BN1P/1P2KPP1/8 w - - 0 26,f3h4,1171
015hW,6k1/5pb1/p6p/1p4P1/8/5BQ1/PP1q1PP1/6K1 b - - 1 36,d2e1,1171
04iO5,8/7R/5p1p/6p1/4k3/6P1/6K1/4r3 w - - 1 60,h7e7,1171
00BSo,2r3k1/4R1pp/p1p2p2/2N5/2P5/1Pb4P/P4PP1/6K1 b - - 0 25,c3b4,1172
00QCe,1k5r/n1r3pp/5p2/ppN5/5P2/8/2R3PP/1R4K1 w - - 3 28,c5a6,1172
01Dm4,3r2k1/pp2pp2/3p2pq/5P2/4P3/2P2N2/P1P1KQnP/6R1 b - - 5 28,g2f4,1172
01KDp,r2qk2r/pp1n2pp/3bpp2/1bppN3/4PP2/1P1P4/PBPN2PP/R2QK2R w KQkq - 0 11,d1h5,1172
034vZ,8/6bk/7p/1p1Q4/p1pP1q2/P1P1p1N1/1P4PP/6K1 b - - 0 50,f4f2,1172
02wgI,2kr1b1r/1ppq2pp/p4p2/4nn2/6b1/1BP2N2/PP2QPPP/RNB1R1K1 w - - 0 12,f3e5,1173
03mN1,5rk1/5pp1/2N4p/2Q5/8/3r3P/2R2PPK/1q6 w - - 0 34,c6e7,1173
0598v,r1r3k1/3n1ppp/p2bpnb1/8/P1pN3P/2N1P3/3PBPq1/B1RQK2R w K - 2 16,e2f3,1173
00QZ3,r1bq1k1r/ppppn1pp/2n5/b5N1/4P3/B1P5/P4PPP/RN1QK2R w KQ - 1 9,d1f3,1174
018KA,4r1k1/1b1r1pPp/4p3/p5B1/5Q2/1P6/PbR3RP/7K b - - 0 36,d7d1,1174
019cy,5b1r/1Q3p2/p3pk1p/1p1p2p1/3q4/1P3PPP/P3K1P1/2R2B1R b - - 0 22,d4b2,1174
01Kjm,8/KP2r1pk/5p2/7p/4Q2P/8/8/8 b - - 3 72,e7e4,1175
02rHW,r5r1/2b5/p4n1p/3p2k1/3P4/3BP1Pb/PP3P2/3Q2K1 w - - 0 28,f2f4,1175
04lSG,r2q1rk1/4b1pp/p1np4/1pP1p3/4P1b1/2P2NP1/PPQ2PB1/2BRR1K1 b - - 1 18,g4f3,1175
004X6,1r4k1/p4ppp/2Q5/3pq3/8/P6P/2PR1PP1/1R4K1 b - - 1 26,b8b1,1176
02SG5,r2q3k/3b1p1r/2pp1Nn1/ppnPp3/2P1P1P1/2N2P2/PP6/R3KB1R w KQ - 0 20,h1h7,1176
02WG2,1r2r2k/pp2Np1p/6p1/2p1b1Q1/8/8/PPP2PK1/3q4 w - - 3 23,g5e5,1176
03IxV,rnb1kb1r/pp2pppp/2p2n2/q5B1/3P4/2N5/PPP1BPPP/R2QK1NR b KQkq - 0 6,a5g5,1176
04fyn,4rnk1/pp1brpp1/2pq1p2/8/3P1Q1p/2PB3P/PP2NPP1/3RR1K1 b - - 6 17,d6f4,1176
00SfT,r4rk1/pb2ppb1/1q6/6PQ/8/2NP1N2/PP1K1PP1/n6R w - - 1 16,h5h7,1177
00TiV,8/1kp5/4n3/3p4/r2P3R/2K2N1P/8/8 b - - 5 48,a4a3,1177
01m5k,4r1k1/pp2rp1p/5Rp1/1q6/P7/1P4Q1/5PPP/5RK1 b - - 1 22,b5f1,1177
03MpC,1q4k1/p2n2bp/1pRN1rp1/3Ppp2/8/4BQ1P/PP3PP1/6K1 w - - 0 22,c6c8,1177
03eUB,r4qk1/1p2rp2/p2p1np1/2pB2B1/2Pb4/NP3Q1P/P5P1/5R1K w - - 3 21,g5f6,1177
04beQ,r1bqk2r/ppp2ppp/2nb4/3np3/2B5/3P1N1P/PPP2PP1/RNBQK2R w KQkq - 0 6,c4d5,1177
00WvA,6k1/5pp1/2p4p/1pP5/qP2P3/1Q3P2/2KR2P1/4r3 b - - 11 42,e1c1,1178
00x3K,r2qk2r/ppp2pp1/2npb2p/3np3/2B1P3/P2P1N1P/1PPQ1PP1/R3K2R w KQkq - 0 10,e4d5,1178
055wS,6k1/p1p3p1/2q4p/4Q3/2PR4/r5P1/P2K3P/8 w - - 6 37,d4d8,1178
01q7A,6k1/pppq1pp1/3n1B1p/8/4R1b1/3B2Q1/PPP2PPP/6K1 b - - 0 19,d6e4,1179
03vCU,3rq1k1/5ppp/3b1p2/1p1Q4/3P4/P6P/1PPB1PP1/2K1R3 b - - 1 23,e8e1,1179
00xvM,rn1q1b1Q/pp1k3p/2p2n2/3p4/4P1pP/2N5/PPP3B1/2KR2NR b - - 2 14,f8h6,1180
01Baj,r1b1r1k1/ppp2ppp/2n5/8/2P1q3/P4N1P/1P1QBPP1/2KR3R b KQ - 2 15,e4e2,1180
01liD,8/1pp2p2/p4qp1/2R4p/kP6/7P/5PP1/1R4K1 w - - 4 36,c5a5,1180
02zuS,2r3rk/3R2pp/8/4B2b/2q1p1Q1/8/6PK/8 w - - 0 40,e5g7,1180
04O8q,r3r3/1b3pkp/p2p1qn1/1ppPpQ2/4P1P1/1BP4R/PP3PP1/R5K1 w - - 4 27,h3h7,1180
0596k,6rk/pp3p1p/4bp2/3p3q/7N/P4RrP/2P3P1/R3Q2K w - - 4 25,f3g3,1180
02eIj,8/pp2Npk1/6pp/8/4Q2P/2P3q1/PP1r2B1/R4K2 b - - 0 30,g3f2,1181
02n1N,4r1k1/6p1/2pqpnQp/p2n4/1p1P2P1/8/PP2RB1P/4R1K1 b - - 4 33,d5f4,1181
02nwT,rn3rk1/pp4pp/2p2q2/8/3PR3/2P5/P1P3PP/R1BQ2K1 b - - 0 17,f6f2,1181
056QB,1r3r2/3k1p2/p3p1pp/q1ppP3/6Q1/P3R3/1PP2PPP/2KR4 w - - 1 21,d1d5,1181
00Svg,8/p7/1p4k1/2pN2p1/4Pp2/P1P4r/1P2K1R1/8 b - - 6 50,f4f3,1182
011J1,4R3/5ppk/7p/2p2q2/1B6/3r2P1/5P1P/1Q4K1 b - - 0 35,d3g3,1182
03dxm,1r3rk1/5ppp/1pp2q2/p2p4/P1nPn3/4P2P/2Q1BPP1/1RB2RK1 w - - 1 20,e2c4,1182
04GBX,1qkr2r1/1p4Rp/4p3/Q2p4/1P2P3/P7/5nK1/8 w - - 3 29,a5c5,1182
04cnH,r3k1nr/p1pq1ppp/8/3Pp3/1QpnP3/5B2/P2N1PPP/R1B1K2R b KQkq - 2 12,d4c2,1182
02QA4,2rk4/pR2R3/6pp/1p4r1/1Pp1P3/5P2/P4K2/2q5 w - - 5 42,b7d7,1183
049fm,r1b2rk1/1pq2ppp/p2b1n2/2p3B1/2B5/2N4P/PPP2PP1/2KRQ2R b - - 3 15,d6f4,1183
00O3h,5k2/R3Rp2/6p1/1p5p/1P1r3K/2n5/7P/8 w - - 7 43,h4g5,1184
00wAT,4Q1bk/2p3p1/1p1p4/5Bp1/2q5/p6P/5P2/6K1 w - - 1 34,e8h5,1184
01lh4,r4rk1/pp1b1ppp/2n1pq2/1B1p1n2/Qb1P4/2N1B3/PP2NPPP/R4RK1 w kq - 7 12,b5c6,1184
020tK,8/3K1kp1/7p/4P2P/3nN3/8/8/8 w - - 4 51,e4d6,1184
02B8R,1r1q1rk1/1pp2ppp/p3p3/n2n4/3P4/2P4P/P1PBBPP1/1R1Q1RK1 w - - 8 15,c3c4,1184
02PPX,6k1/1p2npp1/p5qp/8/P7/4BN1P/1b3PP1/3Q2K1 w - - 0 26,d1d8,1184
034YX,4r2k/pp3R1p/2np2p1/4q3/8/1nP2Q1P/PP4P1/7K w - - 11 34,f7f8,1184
03fNg,8/2p1rpk1/2pp2p1/p6p/2PP2bP/1PN3P1/P4P2/4RK2 b - - 0 26,g4h3,1184
04JQd,8/8/5p1p/5R2/2K5/2P3k1/P4r2/8 w - - 1 46,f5f2,1184
00jPw,r3r1k1/ppp2R2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R6K b - - 1 18,h5g3,1185
00s16,1rbqk2r/1p3ppp/p3pn2/8/1b1P4/2N2N1P/PP3PP1/R2QKB1R w KQkq - 0 10,d1a4,1185
02vYV,3qr1k1/1r1nbpp1/p1p4p/3p4/N1P5/BP3Q1P/P1P2PP1/R3R1K1 b - - 0 19,e7a3,1185
03CRd,8/7k/p1pr4/5q1p/P3p1pQ/4R3/5P2/6K1 w - - 9 53,h4e7,1185
058xl,Q7/3R3p/7k/2P5/1P6/3Q2p1/5qP1/7K b - - 3 40,f2e1,1185
